idx,ts_iso,run_id,planner,seed,tipo,params_json,source,validada,motivo_rechazo,ejecutada,error_ejecucion,delay_s,exec_s
5,2026-07-10T22:25:03.851096+02:00,random_run03,random,1003,revisar_correo,{},random,ok,,fallo,ver session.log,8,51.8
6,2026-07-10T22:26:06.826644+02:00,random_run03,random,1003,ver_streaming,{},random,ok,,ok,,18,71.13
7,2026-07-10T22:27:37.227182+02:00,random_run03,random,1003,abrir_url,"{""url"": ""https://www.genbeta.com""}",random,ok,,ok,,23,4.35
8,2026-07-10T22:28:05.416592+02:00,random_run03,random,1003,revisar_correo,{},random,ok,,fallo,ver session.log,24,51.92
9,2026-07-10T22:29:23.217922+02:00,random_run03,random,1003,abrir_url,"{""url"": ""https://www.elmundo.es""}",random,ok,,ok,,17,6.38
10,2026-07-10T22:29:47.504316+02:00,random_run03,random,1003,usar_twitter,{},random,ok,,ok,,24,13.81
11,2026-07-10T22:30:28.606527+02:00,random_run03,random,1003,ver_streaming,{},random,ok,,ok,,9,65.03
12,2026-07-10T22:31:45.576705+02:00,random_run03,random,1003,ver_streaming,{},random,ok,,ok,,15,59.01
13,2026-07-10T22:33:02.297162+02:00,random_run03,random,1003,ver_streaming,{},random,ok,,ok,,25,72.03
14,2026-07-10T22:34:42.637666+02:00,random_run03,random,1003,usar_twitter,{},random,ok,,ok,,9,13.43
15,2026-07-10T22:35:05.981072+02:00,random_run03,random,1003,mirar_youtube,"{""busqueda"": ""música en vivo""}",random,ok,,ok,,15,72.87
1,2026-07-10T23:09:24.784624+02:00,random_run04,random,1004,revisar_correo,{},random,ok,,fallo,ver session.log,11,51.29
2,2026-07-10T23:10:28.369584+02:00,random_run04,random,1004,ver_streaming,{},random,ok,,ok,,25,69.03
3,2026-07-10T23:12:04.965001+02:00,random_run04,random,1004,ver_streaming,{},random,ok,,ok,,24,72.52
4,2026-07-10T23:13:41.622045+02:00,random_run04,random,1004,ver_streaming,{},random,ok,,ok,,14,68.24
5,2026-07-10T23:15:05.882421+02:00,random_run04,random,1004,buscar_google,"{""termino"": ""últimas noticias de IA""}",random,ok,,ok,,18,58.82
6,2026-07-10T23:16:23.487994+02:00,random_run04,random,1004,ver_streaming,{},random,ok,,ok,,12,66.64
7,2026-07-10T23:17:42.333608+02:00,random_run04,random,1004,usar_twitter,{},random,ok,,ok,,19,12.73
8,2026-07-10T23:18:15.543640+02:00,random_run04,random,1004,abrir_url,"{""url"": ""https://elpais.com""}",random,ok,,ok,,24,6.77
9,2026-07-10T23:18:47.834224+02:00,random_run04,random,1004,ver_streaming,{},random,ok,,ok,,8,67.16
10,2026-07-10T23:20:03.167344+02:00,random_run04,random,1004,buscar_google,"{""termino"": ""python asyncio tutorial""}",random,ok,,ok,,8,74.26
11,2026-07-10T23:21:28.920595+02:00,random_run04,random,1004,buscar_google,"{""termino"": ""mejores frameworks python 2025""}",random,ok,,ok,,10,103.58
12,2026-07-10T23:23:24.388306+02:00,random_run04,random,1004,revisar_correo,{},random,ok,,fallo,ver session.log,17,51.57
1,2026-07-10T23:56:57.848650+02:00,random_run05,random,1005,revisar_correo,{},random,ok,,fallo,ver session.log,20,51.18
2,2026-07-10T23:58:11.102764+02:00,random_run05,random,1005,usar_twitter,{},random,ok,,ok,,21,15.22
3,2026-07-10T23:58:50.007446+02:00,random_run05,random,1005,usar_twitter,{},random,ok,,ok,,17,15.03
4,2026-07-10T23:59:23.767205+02:00,random_run05,random,1005,mirar_youtube,"{""busqueda"": ""música en vivo""}",random,ok,,ok,,25,73.16
5,2026-07-11T00:01:02.102522+02:00,random_run05,random,1005,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,23,60.27
6,2026-07-11T00:02:26.632268+02:00,random_run05,random,1005,usar_twitter,{},random,ok,,ok,,18,13.68
7,2026-07-11T00:03:02.212323+02:00,random_run05,random,1005,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",random,ok,,ok,,14,35.8
8,2026-07-11T00:03:53.416221+02:00,random_run05,random,1005,ver_streaming,{},random,ok,,ok,,9,63.14
9,2026-07-11T00:05:06.978766+02:00,random_run05,random,1005,mirar_youtube,"{""busqueda"": ""tutorial python""}",random,ok,,ok,,9,68.95
10,2026-07-11T00:06:26.583536+02:00,random_run05,random,1005,revisar_correo,{},random,ok,,fallo,ver session.log,11,50.58
11,2026-07-11T00:07:28.663135+02:00,random_run05,random,1005,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",random,ok,,ok,,15,35.45
12,2026-07-11T00:08:22.116539+02:00,random_run05,random,1005,mirar_youtube,"{""busqueda"": ""programación en vivo""}",random,ok,,ok,,11,64.99
13,2026-07-11T00:09:41.083334+02:00,random_run05,random,1005,buscar_google,"{""termino"": ""mejores frameworks python 2025""}",random,ok,,ok,,20,104.35
14,2026-07-11T00:11:47.273243+02:00,random_run05,random,1005,ver_streaming,{},random,ok,,ok,,25,34.18
1,2026-07-11T00:44:02.622492+02:00,random_run06,random,1006,mirar_youtube,"{""busqueda"": ""ciberseguridad""}",random,ok,,ok,,9,76.51
2,2026-07-11T00:45:30.293144+02:00,random_run06,random,1006,revisar_correo,{},random,ok,,fallo,ver session.log,8,51.46
3,2026-07-11T00:46:30.912540+02:00,random_run06,random,1006,buscar_google,"{""termino"": ""últimas noticias de IA""}",random,ok,,ok,,18,22.06
4,2026-07-11T00:47:12.203933+02:00,random_run06,random,1006,buscar_google,"{""termino"": ""ciberseguridad hoy""}",random,ok,,ok,,24,59.41
5,2026-07-11T00:48:38.107028+02:00,random_run06,random,1006,ver_streaming,{},random,ok,,ok,,12,34.12
6,2026-07-11T00:49:25.099252+02:00,random_run06,random,1006,usar_twitter,{},random,ok,,ok,,10,13.59
7,2026-07-11T00:49:50.447374+02:00,random_run06,random,1006,revisar_correo,{},random,ok,,fallo,ver session.log,8,52.31
8,2026-07-11T00:50:50.823675+02:00,random_run06,random,1006,mirar_youtube,"{""busqueda"": ""tutorial python""}",random,ok,,ok,,8,66.54
9,2026-07-11T00:52:07.869849+02:00,random_run06,random,1006,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",random,ok,,ok,,17,6.13
10,2026-07-11T00:52:33.182719+02:00,random_run06,random,1006,abrir_url,"{""url"": ""https://www.elmundo.es""}",random,ok,,ok,,16,6.27
11,2026-07-11T00:52:59.028202+02:00,random_run06,random,1006,abrir_url,"{""url"": ""https://www.genbeta.com""}",random,ok,,ok,,10,4.58
12,2026-07-11T00:53:14.600322+02:00,random_run06,random,1006,revisar_correo,{},random,ok,,fallo,ver session.log,8,51.89
13,2026-07-11T00:54:14.831632+02:00,random_run06,random,1006,revisar_correo,{},random,ok,,fallo,ver session.log,20,51.93
14,2026-07-11T00:55:28.258614+02:00,random_run06,random,1006,revisar_correo,{},random,ok,,fallo,ver session.log,19,51.65
15,2026-07-11T00:56:40.581419+02:00,random_run06,random,1006,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",random,ok,,ok,,20,35.47
16,2026-07-11T00:57:40.493778+02:00,random_run06,random,1006,usar_twitter,{},random,ok,,ok,,21,13.95
17,2026-07-11T00:58:16.186589+02:00,random_run06,random,1006,ver_streaming,{},random,ok,,ok,,13,35.69
1,2026-07-11T01:31:59.590671+02:00,random_run07,random,1007,abrir_url,"{""url"": ""https://www.elmundo.es""}",random,ok,,ok,,13,6.09
2,2026-07-11T01:32:21.832536+02:00,random_run07,random,1007,ver_streaming,{},random,ok,,ok,,13,56.88
3,2026-07-11T01:33:32.568619+02:00,random_run07,random,1007,buscar_google,"{""termino"": ""últimas noticias de IA""}",random,ok,,ok,,24,75.42
4,2026-07-11T01:35:13.964354+02:00,random_run07,random,1007,ver_streaming,{},random,ok,,ok,,14,57.45
5,2026-07-11T01:36:27.465654+02:00,random_run07,random,1007,usar_twitter,{},random,ok,,ok,,9,15.15
6,2026-07-11T01:36:53.342620+02:00,random_run07,random,1007,revisar_correo,{},random,ok,,fallo,ver session.log,17,51.91
7,2026-07-11T01:38:05.050322+02:00,random_run07,random,1007,ver_streaming,{},random,ok,,ok,,9,35.34
8,2026-07-11T01:38:50.979534+02:00,random_run07,random,1007,abrir_url,"{""url"": ""https://elpais.com""}",random,ok,,ok,,21,103.76
9,2026-07-11T01:40:58.153901+02:00,random_run07,random,1007,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,10,87.25
10,2026-07-11T01:42:36.536504+02:00,random_run07,random,1007,ver_streaming,{},random,ok,,ok,,9,60.36
11,2026-07-11T01:43:47.399661+02:00,random_run07,random,1007,mirar_youtube,"{""busqueda"": ""tutorial python""}",random,ok,,ok,,21,71.21
12,2026-07-11T01:45:20.665867+02:00,random_run07,random,1007,mirar_youtube,"{""busqueda"": ""música en vivo""}",random,ok,,ok,,15,76.18
1,2026-07-11T02:19:59.056526+02:00,random_run08,random,1008,usar_twitter,{},random,ok,,ok,,22,16.35
2,2026-07-11T02:20:38.789755+02:00,random_run08,random,1008,mirar_youtube,"{""busqueda"": ""música en vivo""}",random,ok,,ok,,10,68.05
3,2026-07-11T02:21:56.993323+02:00,random_run08,random,1008,abrir_url,"{""url"": ""https://elpais.com""}",random,ok,,ok,,9,107.0
4,2026-07-11T02:23:54.276468+02:00,random_run08,random,1008,ver_streaming,{},random,ok,,ok,,11,71.19
5,2026-07-11T02:25:16.908157+02:00,random_run08,random,1008,usar_twitter,{},random,ok,,ok,,19,15.67
6,2026-07-11T02:25:53.979768+02:00,random_run08,random,1008,ver_streaming,{},random,ok,,ok,,8,60.42
7,2026-07-11T02:27:05.972923+02:00,random_run08,random,1008,usar_twitter,{},random,ok,,ok,,18,15.61
8,2026-07-11T02:27:42.099497+02:00,random_run08,random,1008,mirar_youtube,"{""busqueda"": ""programación en vivo""}",random,ok,,ok,,15,59.43
9,2026-07-11T02:28:58.235285+02:00,random_run08,random,1008,buscar_google,"{""termino"": ""últimas noticias de IA""}",random,ok,,ok,,25,20.37
10,2026-07-11T02:29:44.327274+02:00,random_run08,random,1008,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,12,61.3
11,2026-07-11T02:30:59.395613+02:00,random_run08,random,1008,buscar_google,"{""termino"": ""mejores frameworks python 2025""}",random,ok,,ok,,20,93.33
12,2026-07-11T02:32:53.756439+02:00,random_run08,random,1008,abrir_url,"{""url"": ""https://elpais.com""}",random,ok,,ok,,11,104.74
13,2026-07-11T02:34:51.243157+02:00,random_run08,random,1008,buscar_google,"{""termino"": ""últimas noticias tecnología""}",random,ok,,ok,,19,113.46
1,2026-07-11T03:10:06.929975+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""noticias tecnología""}",random,ok,,ok,,8,14.15
2,2026-07-11T03:10:30.156441+02:00,random_run09,random,1009,abrir_url,"{""url"": ""https://www.xataka.com""}",random,ok,,ok,,24,5.09
3,2026-07-11T03:11:00.721978+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""últimas noticias tecnología""}",random,ok,,ok,,24,88.49
4,2026-07-11T03:12:56.110537+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,16,57.15
5,2026-07-11T03:14:11.952885+02:00,random_run09,random,1009,abrir_url,"{""url"": ""https://elpais.com""}",random,ok,,ok,,14,6.53
6,2026-07-11T03:14:34.888044+02:00,random_run09,random,1009,usar_twitter,{},random,ok,,ok,,10,13.66
7,2026-07-11T03:15:00.114910+02:00,random_run09,random,1009,ver_streaming,{},random,ok,,ok,,23,64.27
8,2026-07-11T03:16:31.100272+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,24,58.91
9,2026-07-11T03:17:57.631240+02:00,random_run09,random,1009,usar_twitter,{},random,ok,,ok,,18,15.71
10,2026-07-11T03:18:33.920498+02:00,random_run09,random,1009,revisar_correo,{},random,ok,,fallo,ver session.log,8,50.2
11,2026-07-11T03:19:34.180003+02:00,random_run09,random,1009,usar_twitter,{},random,ok,,ok,,12,15.62
12,2026-07-11T03:20:03.188382+02:00,random_run09,random,1009,usar_twitter,{},random,ok,,ok,,19,15.83
13,2026-07-11T03:20:40.145880+02:00,random_run09,random,1009,ver_streaming,{},random,ok,,ok,,12,69.25
14,2026-07-11T03:22:03.981147+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""últimas noticias tecnología""}",random,ok,,ok,,22,18.2
15,2026-07-11T03:22:47.032488+02:00,random_run09,random,1009,revisar_correo,{},random,ok,,fallo,ver session.log,8,48.79
16,2026-07-11T03:23:44.095878+02:00,random_run09,random,1009,buscar_google,"{""termino"": ""noticias tecnología""}",random,ok,,ok,,22,99.07
1,2026-07-11T03:57:35.804636+02:00,random_run10,random,1010,ver_streaming,{},random,ok,,ok,,15,63.54
2,2026-07-11T03:58:56.901249+02:00,random_run10,random,1010,usar_twitter,{},random,ok,,ok,,10,14.73
3,2026-07-11T03:59:22.977065+02:00,random_run10,random,1010,revisar_correo,{},random,ok,,fallo,ver session.log,21,50.55
4,2026-07-11T04:00:36.940380+02:00,random_run10,random,1010,revisar_correo,{},random,ok,,fallo,ver session.log,13,50.12
5,2026-07-11T04:01:43.546129+02:00,random_run10,random,1010,buscar_google,"{""termino"": ""últimas noticias tecnología""}",random,ok,,ok,,21,15.62
6,2026-07-11T04:02:23.325239+02:00,random_run10,random,1010,abrir_url,"{""url"": ""https://www.genbeta.com""}",random,ok,,ok,,24,4.56
7,2026-07-11T04:02:54.627551+02:00,random_run10,random,1010,mirar_youtube,"{""busqueda"": ""noticias en vivo""}",random,ok,,ok,,16,35.81
8,2026-07-11T04:03:49.809423+02:00,random_run10,random,1010,ver_streaming,{},random,ok,,ok,,12,61.09
9,2026-07-11T04:05:04.347957+02:00,random_run10,random,1010,revisar_correo,{},random,ok,,fallo,ver session.log,23,51.6
10,2026-07-11T04:06:19.376819+02:00,random_run10,random,1010,usar_twitter,{},random,ok,,ok,,19,12.86
11,2026-07-11T04:06:52.957509+02:00,random_run10,random,1010,usar_twitter,{},random,ok,,ok,,10,12.92
12,2026-07-11T04:07:18.386164+02:00,random_run10,random,1010,abrir_url,"{""url"": ""https://www.genbeta.com""}",random,ok,,ok,,24,4.2
13,2026-07-11T04:07:48.563279+02:00,random_run10,random,1010,usar_twitter,{},random,ok,,ok,,17,12.74
14,2026-07-11T04:08:19.345187+02:00,random_run10,random,1010,ver_streaming,{},random,ok,,ok,,12,61.32
15,2026-07-11T04:09:36.808151+02:00,random_run10,random,1010,buscar_google,"{""termino"": ""python asyncio tutorial""}",random,ok,,ok,,24,76.57
16,2026-07-11T04:11:18.031598+02:00,random_run10,random,1010,ver_streaming,{},random,ok,,ok,,8,36.6
17,2026-07-11T04:12:05.740921+02:00,random_run10,random,1010,buscar_google,"{""termino"": ""tendencias ciberseguridad 2025""}",random,ok,,ok,,21,57.23
1,2026-07-10T21:01:37.510723+02:00,rule_run01,rule,1001,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,9,20.87
2,2026-07-10T21:02:11.251282+02:00,rule_run01,rule,1001,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,14,5.94
3,2026-07-10T21:02:32.760453+02:00,rule_run01,rule,1001,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,10,34.1
4,2026-07-10T21:03:18.606131+02:00,rule_run01,rule,1001,revisar_correo,{},rule,ok,,fallo,ver session.log,25,49.13
5,2026-07-10T21:04:35.376816+02:00,rule_run01,rule,1001,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,20,57.52
6,2026-07-10T21:05:53.476960+02:00,rule_run01,rule,1001,usar_twitter,{},rule,ok,,ok,,13,14.0
7,2026-07-10T21:06:23.629866+02:00,rule_run01,rule,1001,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,21,108.72
8,2026-07-10T21:08:36.036609+02:00,rule_run01,rule,1001,ver_streaming,{},rule,ok,,ok,,19,70.69
9,2026-07-10T21:10:07.933326+02:00,rule_run01,rule,1001,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,20,16.0
10,2026-07-10T21:10:46.383462+02:00,rule_run01,rule,1001,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,14,6.16
11,2026-07-10T21:11:07.181094+02:00,rule_run01,rule,1001,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,9,35.18
12,2026-07-10T21:11:53.004955+02:00,rule_run01,rule,1001,revisar_correo,{},rule,ok,,fallo,ver session.log,8,51.08
13,2026-07-10T21:12:53.357665+02:00,rule_run01,rule,1001,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,23,56.26
14,2026-07-10T21:14:15.928923+02:00,rule_run01,rule,1001,usar_twitter,{},rule,ok,,ok,,14,15.52
15,2026-07-10T21:14:49.096366+02:00,rule_run01,rule,1001,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,24,106.23
1,2026-07-10T21:48:34.695184+02:00,rule_run02,rule,1002,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,24,15.84
2,2026-07-10T21:49:17.015105+02:00,rule_run02,rule,1002,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,21,5.85
3,2026-07-10T21:49:45.128881+02:00,rule_run02,rule,1002,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,15,33.02
4,2026-07-10T21:50:33.312099+02:00,rule_run02,rule,1002,revisar_correo,{},rule,ok,,fallo,ver session.log,12,50.62
5,2026-07-10T21:51:36.782764+02:00,rule_run02,rule,1002,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,12,55.43
6,2026-07-10T21:52:44.334179+02:00,rule_run02,rule,1002,usar_twitter,{},rule,ok,,ok,,16,15.64
7,2026-07-10T21:53:17.293399+02:00,rule_run02,rule,1002,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,23,105.55
8,2026-07-10T21:55:26.597034+02:00,rule_run02,rule,1002,ver_streaming,{},rule,ok,,ok,,12,67.56
9,2026-07-10T21:56:47.222015+02:00,rule_run02,rule,1002,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,10,15.83
10,2026-07-10T21:57:16.754815+02:00,rule_run02,rule,1002,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,21,5.84
11,2026-07-10T21:57:45.773652+02:00,rule_run02,rule,1002,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,24,35.92
12,2026-07-10T21:58:45.771986+02:00,rule_run02,rule,1002,revisar_correo,{},rule,ok,,fallo,ver session.log,9,49.5
13,2026-07-10T21:59:45.268874+02:00,rule_run02,rule,1002,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,15,51.66
14,2026-07-10T22:00:52.538039+02:00,rule_run02,rule,1002,usar_twitter,{},rule,ok,,ok,,15,13.74
15,2026-07-10T22:01:22.476093+02:00,rule_run02,rule,1002,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,9,102.7
16,2026-07-10T22:03:14.421369+02:00,rule_run02,rule,1002,ver_streaming,{},rule,ok,,ok,,21,63.98
1,2026-07-10T22:36:56.922970+02:00,rule_run03,rule,1003,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,23,13.08
2,2026-07-10T22:37:35.444516+02:00,rule_run03,rule,1003,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,25,5.96
3,2026-07-10T22:38:08.954557+02:00,rule_run03,rule,1003,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,19,33.2
4,2026-07-10T22:39:05.973002+02:00,rule_run03,rule,1003,revisar_correo,{},rule,ok,,fallo,ver session.log,15,51.22
5,2026-07-10T22:40:14.308195+02:00,rule_run03,rule,1003,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,22,61.56
6,2026-07-10T22:41:39.186765+02:00,rule_run03,rule,1003,usar_twitter,{},rule,ok,,ok,,22,14.55
7,2026-07-10T22:42:16.659946+02:00,rule_run03,rule,1003,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,25,105.63
8,2026-07-10T22:44:30.937716+02:00,rule_run03,rule,1003,ver_streaming,{},rule,ok,,ok,,22,71.31
9,2026-07-10T22:46:04.859214+02:00,rule_run03,rule,1003,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,20,25.74
10,2026-07-10T22:46:51.759528+02:00,rule_run03,rule,1003,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,8,5.85
11,2026-07-10T22:47:09.959875+02:00,rule_run03,rule,1003,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,18,36.55
12,2026-07-10T22:48:06.061372+02:00,rule_run03,rule,1003,revisar_correo,{},rule,ok,,fallo,ver session.log,10,51.08
13,2026-07-10T22:49:08.301270+02:00,rule_run03,rule,1003,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,23,76.26
14,2026-07-10T22:50:49.259019+02:00,rule_run03,rule,1003,usar_twitter,{},rule,ok,,ok,,24,15.02
15,2026-07-10T22:51:31.248707+02:00,rule_run03,rule,1003,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,22,102.08
1,2026-07-10T23:24:51.365162+02:00,rule_run04,rule,1004,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,21,20.93
2,2026-07-10T23:25:35.865670+02:00,rule_run04,rule,1004,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,11,5.95
3,2026-07-10T23:25:54.317075+02:00,rule_run04,rule,1004,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,25,34.68
4,2026-07-10T23:26:58.207987+02:00,rule_run04,rule,1004,revisar_correo,{},rule,ok,,fallo,ver session.log,24,50.82
5,2026-07-10T23:28:13.949956+02:00,rule_run04,rule,1004,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,14,58.57
6,2026-07-10T23:29:28.444270+02:00,rule_run04,rule,1004,usar_twitter,{},rule,ok,,ok,,14,15.36
7,2026-07-10T23:29:59.707577+02:00,rule_run04,rule,1004,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,18,105.46
8,2026-07-10T23:32:05.546536+02:00,rule_run04,rule,1004,ver_streaming,{},rule,ok,,ok,,9,61.68
9,2026-07-10T23:33:16.633228+02:00,rule_run04,rule,1004,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,12,21.07
10,2026-07-10T23:33:53.096564+02:00,rule_run04,rule,1004,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,19,6.3
11,2026-07-10T23:34:20.969164+02:00,rule_run04,rule,1004,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,10,34.03
12,2026-07-10T23:35:09.112639+02:00,rule_run04,rule,1004,revisar_correo,{},rule,ok,,fallo,ver session.log,24,51.83
13,2026-07-10T23:36:26.760629+02:00,rule_run04,rule,1004,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,15,73.16
14,2026-07-10T23:37:56.032409+02:00,rule_run04,rule,1004,usar_twitter,{},rule,ok,,ok,,8,13.42
15,2026-07-10T23:38:21.613903+02:00,rule_run04,rule,1004,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,12,6.54
16,2026-07-10T23:38:41.231531+02:00,rule_run04,rule,1004,ver_streaming,{},rule,ok,,ok,,8,71.02
1,2026-07-11T00:12:56.325494+02:00,rule_run05,rule,1005,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,23,18.1
2,2026-07-11T00:13:39.532966+02:00,rule_run05,rule,1005,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,20,5.87
3,2026-07-11T00:14:06.778590+02:00,rule_run05,rule,1005,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,25,34.58
4,2026-07-11T00:15:07.079381+02:00,rule_run05,rule,1005,revisar_correo,{},rule,ok,,fallo,ver session.log,21,54.05
5,2026-07-11T00:16:22.138203+02:00,rule_run05,rule,1005,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,17,57.82
6,2026-07-11T00:17:39.416191+02:00,rule_run05,rule,1005,usar_twitter,{},rule,ok,,ok,,19,12.61
7,2026-07-11T00:18:14.582184+02:00,rule_run05,rule,1005,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,25,108.61
8,2026-07-11T00:20:28.577252+02:00,rule_run05,rule,1005,ver_streaming,{},rule,ok,,ok,,13,59.32
9,2026-07-11T00:21:42.355931+02:00,rule_run05,rule,1005,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,23,13.78
10,2026-07-11T00:22:20.581086+02:00,rule_run05,rule,1005,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,11,5.88
11,2026-07-11T00:22:38.536596+02:00,rule_run05,rule,1005,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,18,37.13
12,2026-07-11T00:23:36.871516+02:00,rule_run05,rule,1005,revisar_correo,{},rule,ok,,fallo,ver session.log,19,52.25
13,2026-07-11T00:24:49.496066+02:00,rule_run05,rule,1005,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,14,49.25
14,2026-07-11T00:25:54.468845+02:00,rule_run05,rule,1005,usar_twitter,{},rule,ok,,ok,,9,12.42
15,2026-07-11T00:26:17.156697+02:00,rule_run05,rule,1005,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,9,104.3
1,2026-07-11T00:59:38.543982+02:00,rule_run06,rule,1006,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,19,14.89
2,2026-07-11T01:00:14.297252+02:00,rule_run06,rule,1006,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,9,6.06
3,2026-07-11T01:00:29.517555+02:00,rule_run06,rule,1006,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,15,35.26
4,2026-07-11T01:01:22.246089+02:00,rule_run06,rule,1006,revisar_correo,{},rule,ok,,fallo,ver session.log,22,50.53
5,2026-07-11T01:02:35.858503+02:00,rule_run06,rule,1006,buscar_google,"{""termino"": ""ciberseguridad hoy""}",rule,ok,,ok,,8,53.48
6,2026-07-11T01:03:39.352757+02:00,rule_run06,rule,1006,usar_twitter,{},rule,ok,,ok,,14,15.12
7,2026-07-11T01:04:09.484466+02:00,rule_run06,rule,1006,abrir_url,"{""url"": ""https://elpais.com""}",rule,ok,,ok,,18,105.08
8,2026-07-11T01:06:13.218305+02:00,rule_run06,rule,1006,ver_streaming,{},rule,ok,,ok,,8,69.77
9,2026-07-11T01:07:34.430388+02:00,rule_run06,rule,1006,buscar_google,"{""termino"": ""últimas noticias tecnología""}",rule,ok,,ok,,14,92.32
10,2026-07-11T01:09:21.208111+02:00,rule_run06,rule,1006,abrir_url,"{""url"": ""https://www.bbc.com/mundo""}",rule,ok,,ok,,24,6.09
11,2026-07-11T01:09:51.888892+02:00,rule_run06,rule,1006,mirar_youtube,"{""busqueda"": ""noticias tecnología""}",rule,ok,,ok,,17,33.75
12,2026-07-11T01:10:44.654534+02:00,rule_run06,rule,1006,revisar_correo,{},rule,ok,,fallo,ver session.log,12,50.36
